,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290
4255,2018,792,TUR,4370,tr,2,26,1,-4,6,0,3,2,8,2,2,2,5,-5
4256,2021,504,MAR,170,ar,2,48,2,170,1,3,0,1,9,2,3,2,5,504005
4257,2018,156,CHN,2870,zh,1,63,3,2870,1,2,2,1,8,-5,4,2,0,156001
4258,2018,156,CHN,2870,zh,2,64,3,9060,1,3,2,1,0,-3,4,1,7,156001
4259,2022,858,URY,1270,es,2,78,3,1270,5,4,1,1,4,2,5,2,1,858100
4260,2020,496,MNG,3030,mn,2,51,3,3030,2,2,4,2,4,1,2,3,0,496011
4261,2022,434,LBY,170,ar,2,33,2,170,1,-1,6,3,1,1,3,2,5,434005
4262,2019,392,JPN,2020,ja,1,59,3,2020,1,1,3,2,7,2,4,1,0,-4
4263,2017,643,RUS,3630,ru,2,40,2,3630,3,1,7,3,5,2,4,1,3,643001
4264,2018,458,MYS,2810,ms,1,63,3,2810,1,4,2,1,3,1,4,1,5,458004
4265,2022,203,CZE,1040,cs,2,24,1,1040,6,0,3,2,2,1,2,3,0,203003
4266,2018,50,BGD,490,bn,2,30,2,490,1,3,2,1,0,-3,3,3,5,50006
4267,2018,218,ECU,1270,es,1,32,2,1270,2,4,1,1,7,1,5,2,1,218013
4268,2018,344,HKG,790,zh,2,54,3,790,1,0,3,2,3,2,2,2,0,344998
4269,2020,496,MNG,3030,mn,1,21,1,3030,6,0,3,2,0,-3,2,2,7,496011
4270,2018,76,BRA,3530,pt,1,28,1,3530,2,2,3,2,6,2,3,2,9,76003
4271,2020,231,ETH,140,am,2,20,1,30,3,0,0,1,0,3,3,1,5,231005
4272,2018,76,BRA,3530,pt,2,80,3,3530,5,4,2,1,8,1,3,1,1,76002
4273,2018,566,NGA,4620,yo,2,25,1,4620,1,3,0,1,6,2,5,1,5,566001
4274,2017,32,ARG,1270,es,1,73,3,1270,5,1,0,1,6,2,4,2,1,32001
4275,2020,104,MMR,740,my,2,45,2,740,1,2,6,3,-3,-3,2,2,7,104001
4276,2020,496,MNG,3030,mn,1,45,2,3030,1,1,2,1,8,3,4,1,7,496001
4277,2020,124,CAN,1240,en,2,52,3,1240,1,2,4,2,2,2,3,2,2,124001
4278,2018,642,ROU,3580,ro,1,35,2,3580,6,0,6,3,1,1,2,2,3,642005
4279,2022,858,URY,1270,es,2,56,3,1270,1,5,1,1,-2,-2,2,2,0,858100
4280,2020,417,KGZ,2310,ky,1,64,3,2310,1,2,5,3,4,-2,4,1,5,417001
4281,2018,398,KAZ,2230,kk,1,68,3,2230,1,3,7,3,10,2,3,2,5,398025
4282,2018,360,IDN,1890,id,1,33,2,4040,1,2,2,1,4,2,3,1,5,360005
4283,2020,716,ZWE,3830,sn,1,18,1,3830,6,0,1,1,8,2,5,1,4,716006
4284,2018,344,HKG,790,zh,1,-2,-2,790,-2,-2,6,3,6,2,3,1,0,344001
4285,2017,643,RUS,3630,ru,1,66,3,3630,1,2,7,3,1,1,3,2,3,643001
4286,2022,858,URY,1270,es,1,48,2,1270,1,2,3,2,1,2,4,2,0,858100
4287,2017,32,ARG,1270,es,2,36,2,1270,4,1,3,2,4,2,3,2,1,32001
4288,2018,76,BRA,3530,pt,2,53,3,3530,1,2,1,1,0,2,4,3,2,76003
4289,2018,398,KAZ,3630,ru,1,46,2,3630,1,1,4,2,4,2,-1,2,3,398029
4290,2021,462,MDV,1105,dv,2,20,1,1105,6,0,3,2,0,-3,3,2,5,462003
4291,2022,826,GBR,1240,en,2,38,2,1240,1,-4,6,3,1,1,-4,3,2,826100
4292,2017,840,USA,1240,en,1,45,2,1240,1,2,5,3,2,1,3,2,1,840003
4293,2018,410,KOR,2390,ko,2,27,1,2390,6,0,6,3,3,1,3,2,0,410004
4294,2021,462,MDV,1105,dv,1,23,1,1105,6,0,2,1,3,2,3,1,5,462003
4295,2018,50,BGD,490,bn,2,50,3,490,1,2,0,1,0,-3,4,2,5,50006
4296,2018,360,IDN,1890,id,1,47,2,1890,1,2,6,3,1,1,5,2,5,360004
4297,2021,404,KEN,1240,en,1,29,1,2657,1,1,6,3,1,1,2,2,2,404005
4298,2018,76,BRA,3530,pt,2,53,3,3530,6,2,2,1,-2,-2,5,1,0,76003
4299,2020,124,CAN,1240,en,2,21,1,1240,6,0,6,3,5,1,3,2,0,124001
4300,2022,826,GBR,1240,en,2,55,3,1240,3,-4,2,1,0,-3,-4,1,0,826100
4301,2020,716,ZWE,3830,sn,2,68,3,3830,5,6,1,1,0,2,4,1,1,716006
4302,2018,36,AUS,1240,en,1,44,2,1240,6,0,7,3,2,2,2,2,0,36002
4303,2020,364,IRN,3490,fa,2,48,2,3490,6,0,6,3,5,3,4,1,5,364001
4304,2017,68,BOL,1270,es,1,30,2,1270,2,2,2,1,7,2,3,1,0,68001
4305,2021,462,MDV,1105,dv,2,35,2,1105,1,1,2,1,0,-3,4,2,5,462003
4306,2017,68,BOL,1270,es,1,35,2,3570,6,0,3,2,7,-2,-1,2,1,68001
4307,2020,702,SGP,1240,en,2,60,3,4190,1,1,5,3,0,-3,2,2,0,702003
4308,2018,218,ECU,1270,es,2,45,2,1270,2,4,1,1,4,2,3,2,1,218012
4309,2020,762,TJK,4450,uz,1,39,2,4450,1,3,7,3,10,2,2,3,0,762002
4310,2018,170,COL,1270,es,2,52,3,1270,2,5,1,1,4,2,5,1,1,170008
4311,2018,764,THA,4230,th,2,36,2,1260,1,1,1,1,8,-2,4,1,7,764001
4312,2018,764,THA,4230,th,1,60,3,1260,2,2,1,1,10,-2,3,2,7,764001
4313,2021,862,VEN,1270,es,2,54,3,1270,1,4,1,1,0,-3,4,2,1,862001
4314,2022,909,NIR,1240,en,1,59,3,1240,5,-4,3,2,1,1,-4,2,2,909002
4315,2022,434,LBY,170,ar,2,49,2,170,1,6,6,3,1,1,3,2,5,434005
4316,2021,462,MDV,1105,dv,2,33,2,1105,1,0,2,1,5,1,3,2,5,462003
4317,2018,156,CHN,2870,zh,2,42,2,9060,1,1,3,2,3,1,4,1,7,156001
4318,2018,170,COL,1270,es,1,42,2,1270,3,1,3,2,3,1,3,1,8,170011
4319,2018,360,IDN,1890,id,2,29,1,2030,1,1,3,2,4,2,3,2,5,360004
4320,2018,410,KOR,2390,ko,1,51,3,2390,1,4,3,2,4,2,3,2,1,410004
4321,2018,792,TUR,4370,tr,1,36,2,-4,6,0,1,1,6,2,4,2,5,-5
4322,2018,792,TUR,4370,tr,1,56,3,-4,1,5,0,1,2,2,3,2,5,-5
4323,2018,566,NGA,1240,en,1,26,1,1240,6,0,3,2,4,2,3,2,2,566003
4324,2017,32,ARG,1270,es,2,25,1,1270,6,0,6,3,3,3,3,3,1,32001
4325,2018,764,THA,4230,th,-5,50,3,1260,1,2,2,1,9,-2,4,2,7,764001
4326,2018,276,DEU,1530,de,1,67,3,1530,3,0,6,3,4,2,2,2,0,-4
4327,2018,410,KOR,2390,ko,1,26,1,2390,6,0,6,3,3,2,2,2,0,410004
4328,2018,156,CHN,2870,zh,2,19,1,2870,6,0,6,3,-2,-5,3,2,0,156001
4329,2018,398,KAZ,3630,ru,1,29,1,4450,1,3,3,2,7,2,4,2,5,398033
4330,2018,484,MEX,1270,es,2,24,1,1270,1,2,3,2,4,3,3,2,1,484003
4331,2018,764,THA,4230,th,1,39,2,3234,1,3,3,2,10,-1,3,2,2,764004
4332,2018,156,CHN,2870,zh,2,23,1,9060,1,0,6,3,-2,3,5,1,0,156001
4333,2021,404,KEN,1240,en,2,25,1,2969,1,3,-1,-1,11,-3,4,2,2,404003
4334,2018,398,KAZ,3630,ru,1,47,2,3630,4,1,3,2,2,-2,4,2,3,398032
4335,2018,764,THA,4230,th,1,47,2,4230,1,2,6,3,3,2,3,2,7,764001
4336,2020,124,CAN,1240,en,2,35,2,1240,6,2,4,2,5,1,4,1,0,124001
4337,2018,586,PAK,4420,ur,2,26,1,3720,1,2,7,3,0,-3,4,2,5,586001
4338,2019,788,TUN,170,ar,1,60,3,4360,1,5,2,1,7,2,3,2,5,788005
4339,2023,356,IND,1740,hi,1,16,1,1740,6,-5,3,2,8,-1,5,1,6,356017
4340,2017,643,RUS,3630,ru,2,38,2,3630,-2,1,7,3,5,2,1,3,3,643023
4341,2021,504,MAR,170,ar,1,29,1,170,6,0,5,3,1,1,3,2,5,504005
4342,2018,422,LBN,170,ar,1,39,2,170,1,0,7,3,1,2,3,3,3,-4
4343,2018,586,PAK,4420,ur,2,41,2,3720,1,3,0,1,0,-3,4,2,5,586008
4344,2022,528,NLD,1190,nl,1,61,3,1190,3,2,2,1,7,2,4,2,0,528001
4345,2020,124,CAN,1240,en,1,73,3,1240,2,2,3,2,6,2,2,2,0,124001
4346,2017,300,GRC,1580,el,1,90,3,1580,1,2,3,2,4,2,3,2,3,300001
4347,2017,300,GRC,1580,el,1,38,2,1580,1,3,6,3,5,1,3,2,3,300001
4348,2022,703,SVK,3890,sk,2,85,3,3890,1,4,1,1,7,1,3,-1,1,703005
4349,2018,792,TUR,4370,tr,2,26,1,-4,2,0,1,1,0,2,3,3,5,-5
4350,2020,124,CAN,1240,en,2,19,1,1240,6,0,3,2,5,1,3,1,0,124001
4351,2018,400,JOR,170,ar,2,61,3,170,1,5,2,1,0,-3,3,2,5,-4
4352,2018,484,MEX,1270,es,1,32,2,1270,1,2,5,3,4,2,2,2,1,484001
4353,2019,446,MAC,2870,zh,2,24,1,790,6,0,4,2,0,2,3,2,0,446006
4354,2022,703,SVK,3890,sk,1,72,3,3890,5,1,2,1,5,-1,4,2,1,703005
4355,2018,50,BGD,490,bn,2,24,1,490,1,2,3,2,0,-3,5,1,5,50006
4356,2020,320,GTM,1270,es,2,44,2,1270,1,2,0,1,1,2,2,2,2,320005
4357,2018,36,AUS,1240,en,1,64,3,1240,3,2,4,2,7,2,4,1,0,36002
4358,2019,788,TUN,170,ar,2,49,2,4360,1,3,1,1,0,-3,2,2,5,788005
4359,2023,356,IND,1740,hi,1,21,1,1740,6,-5,2,1,7,-1,5,1,6,356017
4360,2018,368,IRQ,170,ar,1,37,2,2420,1,2,1,1,5,1,3,2,5,368002
4361,2018,642,ROU,3580,ro,2,50,3,3580,1,2,3,2,6,2,3,2,3,642005
4362,2018,586,PAK,4420,ur,1,42,2,3720,1,1,0,1,4,2,5,2,5,586008
4363,2018,604,PER,1270,es,1,65,3,1270,6,0,3,2,4,2,4,2,1,604013
4364,2017,68,BOL,1270,es,2,22,1,3570,2,4,2,1,9,-2,3,2,2,68002
4365,2020,558,NIC,1270,es,1,34,2,1270,1,3,1,1,4,2,3,2,8,558001
4366,2018,218,ECU,1270,es,1,66,3,1270,5,6,1,1,-2,-2,5,1,1,218012
4367,2018,36,AUS,1240,en,2,92,3,1240,5,1,3,2,4,2,-2,2,4,36002
4368,2018,400,JOR,170,ar,2,31,2,170,1,4,3,2,6,-2,4,1,5,-4
4369,2018,36,AUS,1240,en,2,57,3,1240,6,3,4,2,3,2,3,2,0,36001
4370,2019,392,JPN,2020,ja,1,74,3,2020,1,0,6,3,4,2,4,1,7,-4
4371,2018,642,ROU,3580,ro,1,50,3,3580,1,1,3,2,6,1,3,2,3,642005
4372,2018,360,IDN,1890,id,1,23,1,2030,6,0,2,1,6,2,5,2,5,360004
4373,2022,528,NLD,1190,nl,2,42,2,1190,6,0,4,2,4,2,4,1,0,528001
4374,2018,344,HKG,790,zh,1,62,3,790,1,2,4,2,7,2,3,2,0,344001
4375,2018,170,COL,1270,es,2,28,1,1270,6,0,4,2,3,1,3,2,8,170011
4376,2022,826,GBR,1240,en,2,62,3,1240,1,-4,6,3,1,2,-4,3,0,826100
4377,2017,68,BOL,1270,es,1,50,3,1270,2,1,3,2,7,2,3,1,0,68003
4378,2020,231,ETH,140,am,2,18,1,3840,1,1,1,1,0,3,5,1,2,231006
4379,2021,404,KEN,1240,en,1,38,2,2280,1,0,6,3,6,2,4,2,2,404003
4380,2020,496,MNG,3030,mn,1,23,1,3030,6,0,6,3,0,-3,4,1,0,496004
4381,2018,156,CHN,2870,zh,1,58,3,2870,1,2,1,1,0,-3,5,1,7,156001
4382,2019,788,TUN,170,ar,1,25,1,4360,6,0,1,1,7,-2,5,1,5,788005
4383,2018,36,AUS,1240,en,2,61,3,1240,1,3,4,2,4,2,2,2,2,36001
4384,2020,320,GTM,1270,es,1,35,2,1270,1,2,3,2,1,2,3,2,1,320005
4385,2022,860,UZB,4450,uz,2,57,3,4450,6,0,4,2,9,1,1,2,5,860007
4386,2021,862,VEN,1270,es,2,35,2,1270,4,2,5,3,5,2,3,2,1,862001
4387,2018,458,MYS,2810,ms,1,28,1,2810,1,0,4,2,1,2,3,2,5,458004
4388,2018,360,IDN,1890,id,2,52,3,2030,1,4,2,1,0,-3,5,1,5,360004
4389,2018,152,CHL,1270,es,1,76,3,1270,1,4,3,2,8,-2,3,2,1,-2
4390,2018,170,COL,1270,es,1,60,3,1270,1,2,7,3,1,2,3,2,1,170011
4391,2020,558,NIC,1270,es,2,37,2,1270,1,3,1,1,8,2,5,1,2,558001
4392,2020,702,SGP,1240,en,1,22,1,1240,6,0,3,2,0,-3,4,1,5,702006
4393,2022,703,SVK,3890,sk,2,43,2,3890,1,2,4,2,4,2,3,2,1,703005
4394,2019,158,TWN,2870,zh,1,48,2,4150,3,1,2,1,-3,-3,-1,2,7,158002
4395,2018,586,PAK,4420,ur,1,37,2,3860,1,3,0,1,9,3,4,1,5,586004
4396,2018,76,BRA,3530,pt,1,48,2,3530,1,4,1,1,9,2,5,2,1,76003
4397,2017,688,SRB,3780,sr,1,66,3,3780,1,1,7,3,4,2,4,1,3,688001
4398,2017,840,USA,1240,en,2,59,3,1240,1,5,3,2,-3,-1,4,1,1,840004
4399,2020,124,CAN,1240,en,1,36,2,1240,6,0,6,3,1,2,3,3,0,124001
4400,2021,504,MAR,170,ar,2,47,2,170,1,3,2,1,5,2,3,2,5,504005
4401,2019,158,TWN,2870,zh,1,49,2,2870,1,1,3,2,5,2,5,1,9,158999
4402,2017,68,BOL,1270,es,1,57,3,1270,1,3,5,3,3,1,4,2,1,68001
4403,2019,158,TWN,2870,zh,1,42,2,2870,1,2,3,2,6,2,3,2,9,158002
4404,2018,422,LBN,170,ar,2,38,2,170,1,4,1,1,7,2,3,2,1,-4
4405,2018,360,IDN,1890,id,1,57,3,9900,1,0,0,1,9,2,5,1,5,360999
4406,2019,196,CYP,1580,el,2,24,1,1580,6,0,3,2,0,-2,4,2,3,196001
4407,2020,364,IRN,3490,fa,1,47,2,3490,1,2,5,3,3,2,4,2,5,364001
4408,2020,804,UKR,4410,uk,2,19,1,4410,6,0,5,3,5,1,3,2,-2,804001
4409,2018,360,IDN,1890,id,2,46,2,9000,1,2,6,3,3,1,2,2,5,360022
4410,2018,360,IDN,1890,id,1,58,3,2030,1,3,1,1,9,2,5,1,5,360004
4411,2020,702,SGP,1240,en,1,29,1,2810,1,4,3,2,5,2,2,2,5,702006
4412,2017,68,BOL,1270,es,1,32,2,1270,1,2,6,3,1,1,2,2,0,68001
4413,2018,276,DEU,1530,de,2,19,1,1530,6,0,3,2,0,-3,3,2,0,-4
4414,2021,862,VEN,1270,es,1,46,2,1270,2,5,4,2,5,1,3,2,1,862002
4415,2018,360,IDN,1890,id,2,25,1,9900,1,6,0,1,0,-3,-5,1,1,360999
4416,2021,504,MAR,170,ar,1,34,2,170,6,0,0,1,4,2,5,1,5,504005
4417,2020,704,VNM,4470,vi,2,19,1,4470,6,0,3,2,0,-3,4,2,0,704001
4418,2018,360,IDN,1890,id,1,48,2,1890,1,2,1,1,7,2,5,1,5,360007
4419,2018,642,ROU,3580,ro,1,38,2,3580,1,2,3,2,3,1,3,2,3,642005
4420,2018,156,CHN,2870,zh,1,28,1,2870,6,0,6,3,0,-3,5,1,0,156001
4421,2018,410,KOR,2390,ko,1,55,3,2390,1,2,6,3,3,2,2,2,0,410004
4422,2020,554,NZL,1240,en,2,64,3,1240,1,2,6,3,1,2,2,3,8,-4
4423,2021,462,MDV,1105,dv,1,66,3,1105,5,2,0,1,-1,1,2,3,5,462003
4424,2018,360,IDN,1890,id,1,19,1,9000,6,0,2,1,8,2,1,2,5,360007
4425,2018,360,IDN,1890,id,2,19,1,1890,1,1,1,1,8,2,3,2,5,360999
4426,2020,364,IRN,3490,fa,1,62,3,3490,1,5,1,1,8,2,4,1,5,364001
4427,2020,124,CAN,1240,en,2,51,3,1240,1,1,4,2,3,2,4,1,0,124001
4428,2022,528,NLD,1190,nl,2,21,1,1190,6,0,6,3,1,2,2,3,2,528001
4429,2020,124,CAN,1400,fr,1,57,3,1400,1,0,6,3,1,1,3,2,1,124001
4430,2021,504,MAR,170,ar,1,33,2,170,1,2,3,2,5,1,3,2,5,504005
4431,2020,558,NIC,1270,es,2,56,3,1270,1,3,6,3,2,1,3,2,1,558001
4432,2022,528,NLD,1190,nl,1,60,3,1190,6,0,7,3,3,2,2,2,0,528001
4433,2018,36,AUS,1240,en,1,30,2,1240,1,0,4,2,4,2,2,2,1,36001
4434,2020,554,NZL,1240,en,1,66,3,1240,1,3,7,3,1,3,3,2,8,-4
4435,2018,604,PER,1270,es,1,53,3,1270,1,2,8,3,1,2,2,3,0,604016
4436,2018,586,PAK,4420,ur,2,25,1,3550,1,2,1,1,0,-3,4,2,5,586006
4437,2018,36,AUS,1240,en,1,73,3,1240,1,2,-2,-2,6,2,4,1,1,36001
4438,2017,643,RUS,3630,ru,1,71,3,9000,5,5,2,1,6,1,4,2,6,643999
4439,2019,788,TUN,170,ar,2,33,2,4360,1,2,3,2,0,-3,2,2,5,788005
4440,2018,170,COL,1270,es,1,58,3,1270,1,0,-1,-1,0,3,3,2,0,170011
4441,2020,364,IRN,3490,fa,2,59,3,3490,6,0,1,1,6,2,5,1,5,364001
4442,2018,20,AND,1400,fr,2,57,3,810,1,1,1,1,4,2,2,2,1,20001
4443,2020,554,NZL,1240,en,2,70,3,1240,1,2,5,3,10,2,-1,1,9,-4
4444,2019,446,MAC,2870,zh,1,22,1,790,6,0,6,3,5,2,3,2,0,446006
4445,2020,496,MNG,3030,mn,1,40,2,3030,6,0,4,2,7,2,4,2,0,496001
4446,2018,344,HKG,790,zh,1,54,3,790,1,2,3,2,2,2,2,2,0,344001
4447,2019,446,MAC,2870,zh,2,-5,-5,790,6,0,6,3,1,2,4,2,0,446006
4448,2018,276,DEU,1530,de,2,53,3,1530,3,4,3,2,5,1,3,1,0,-4
4449,2022,203,CZE,1040,cs,2,36,2,1040,3,2,3,2,3,1,3,2,1,203003
4450,2017,68,BOL,1270,es,1,21,1,1270,6,0,6,3,5,2,2,1,8,68001
4451,2022,203,CZE,1040,cs,1,64,3,1040,5,1,2,1,7,-1,3,3,0,203003
4452,2018,586,PAK,4420,ur,1,42,2,3720,1,3,5,3,4,-1,3,2,5,586004
4453,2022,434,LBY,170,ar,2,51,3,170,1,4,3,2,0,-3,2,2,5,434005
4454,2020,124,CAN,1240,en,1,64,3,9000,1,2,7,3,1,3,3,1,0,124001
4455,2017,300,GRC,1580,el,1,78,3,1580,1,2,0,1,7,2,5,1,3,300001
4456,2019,788,TUN,170,ar,2,45,2,4360,1,4,3,2,2,1,3,1,5,788005
4457,2018,792,TUR,4370,tr,1,30,2,-4,6,0,3,2,3,1,3,3,5,-5
4458,2019,392,JPN,2020,ja,2,79,3,2020,5,2,5,3,0,1,2,1,9,-4
4459,2018,410,KOR,2390,ko,2,43,2,2390,1,2,5,3,3,2,3,2,0,410004
4460,2018,792,TUR,4370,tr,1,30,2,-4,1,1,2,1,8,2,4,2,5,-5
4461,2021,504,MAR,170,ar,2,20,1,170,6,0,3,2,9,2,3,3,5,504005
4462,2018,360,IDN,1890,id,2,19,1,4040,1,1,2,1,7,2,4,2,5,360005
4463,2020,124,CAN,1400,fr,1,38,2,1400,2,0,6,3,1,1,2,2,0,124001
4464,2020,124,CAN,1400,fr,1,52,3,1400,6,1,3,2,6,2,3,2,1,124001
4465,2018,484,MEX,1270,es,1,54,3,1270,1,2,5,3,5,2,2,2,2,484002
4466,2022,826,GBR,1240,en,2,68,3,1240,1,-4,5,3,1,1,-4,2,0,826100
4467,2022,858,URY,1270,es,2,61,3,1270,1,2,2,1,8,2,4,2,0,-1
4468,2018,586,PAK,4420,ur,2,38,2,3720,1,2,0,1,0,-3,4,2,5,586008
4469,2018,152,CHL,1270,es,1,42,2,1270,2,2,3,2,4,1,3,3,0,152012
4470,2018,218,ECU,1270,es,2,18,1,1270,6,0,5,3,5,2,2,2,1,218012
4471,2019,788,TUN,170,ar,2,38,2,4360,1,2,3,2,3,1,3,1,5,788005
4472,2018,792,TUR,4370,tr,1,49,2,-4,1,2,1,1,8,2,2,2,5,-5
4473,2022,528,NLD,1190,nl,2,27,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4474,2018,586,PAK,4420,ur,1,19,1,3540,6,0,3,2,3,-1,4,2,5,586001
4475,2017,68,BOL,1270,es,1,37,2,1270,2,0,1,1,8,-1,3,2,1,68002
4476,2019,392,JPN,2020,ja,2,83,3,2020,1,2,5,3,1,2,3,1,0,-4
4477,2019,788,TUN,170,ar,1,60,3,4360,1,2,1,1,-1,2,3,2,5,788005
4478,2019,158,TWN,2870,zh,2,52,3,2870,1,1,6,3,1,1,2,3,2,158002
4479,2020,124,CAN,1240,en,1,46,2,1240,1,0,5,3,3,-3,4,1,0,124001
4480,2018,360,IDN,1890,id,2,20,1,1890,1,0,2,1,-2,2,5,1,1,360999
4481,2017,643,RUS,3630,ru,1,19,1,3630,2,0,5,3,5,2,1,3,0,643001
4482,2017,300,GRC,1580,el,2,84,3,1580,5,2,0,1,0,-3,4,1,3,300001
4483,2022,203,CZE,1040,cs,2,30,2,1040,1,2,3,2,5,2,3,2,-1,203003
4484,2017,840,USA,1270,es,2,35,2,1270,6,0,2,1,-3,3,4,1,1,840004
4485,2018,156,CHN,2870,zh,2,62,3,2870,1,1,1,1,0,-3,3,2,0,156001
4486,2020,704,VNM,4470,vi,1,38,2,4470,3,2,2,1,4,2,3,2,7,704001
4487,2020,231,ETH,140,am,1,21,1,140,1,0,3,2,-5,-3,2,2,3,231001
4488,2023,356,IND,1740,hi,2,16,1,2940,6,-5,3,2,11,-1,3,2,6,356018
4489,2022,909,NIR,1240,en,2,28,1,1240,1,-4,6,3,1,1,-4,2,2,909002
4490,2018,642,ROU,3580,ro,2,65,3,3580,1,2,1,1,7,-2,4,2,3,642005
4491,2022,434,LBY,170,ar,1,20,1,170,6,0,3,2,7,2,3,2,5,434005
4492,2020,124,CAN,1240,en,2,72,3,1240,5,1,4,2,6,2,3,2,7,124001
4493,2018,630,PRI,1270,es,1,21,1,1270,6,0,3,2,4,2,5,2,1,630001
4494,2021,404,KEN,1240,en,1,20,1,2657,6,0,2,1,-3,-3,3,2,2,404005
4495,2021,862,VEN,1270,es,2,39,2,1270,2,4,6,3,2,1,3,2,0,862003
4496,2018,156,CHN,2870,zh,2,45,2,9060,1,1,6,3,3,1,3,1,0,156001
4497,2019,196,CYP,1580,el,1,25,1,1580,6,0,6,3,4,2,2,2,3,196001
4498,2020,320,GTM,1270,es,2,53,3,1270,6,4,1,1,8,2,3,2,0,320005
4499,2018,170,COL,1270,es,1,32,2,1270,2,2,4,2,3,2,5,1,1,170011
4500,2019,788,TUN,170,ar,1,34,2,4360,1,2,3,2,8,2,5,1,5,788005
4501,2022,826,GBR,1240,en,2,67,3,1240,1,-4,5,3,3,1,-4,3,0,826100
4502,2020,702,SGP,2870,zh,1,76,3,2870,1,3,3,2,6,2,3,2,0,702004
4503,2018,218,ECU,1270,es,2,33,2,1270,1,1,6,3,-2,2,3,1,0,218012
4504,2020,496,MNG,3030,mn,1,26,1,3030,6,6,3,2,3,2,2,2,0,496001
4505,2021,504,MAR,170,ar,2,33,2,170,1,2,3,2,9,3,3,2,5,504005
4506,2017,643,RUS,3630,ru,2,57,3,3630,1,1,5,3,5,1,4,1,3,643001
4507,2018,156,CHN,2870,zh,2,29,1,2870,1,0,3,2,5,2,5,2,7,156001
4508,2018,156,CHN,2870,zh,1,66,3,2870,1,3,2,1,9,-5,4,2,0,156001
4509,2019,446,MAC,2870,zh,1,39,2,2870,1,1,3,2,4,2,3,2,7,446006
4510,2021,462,MDV,1105,dv,2,30,2,1105,1,2,6,3,1,1,3,3,5,462003
4511,2020,702,SGP,1240,en,1,24,1,2810,6,0,5,3,0,-3,4,1,5,702006
4512,2018,422,LBN,170,ar,1,35,2,170,1,2,2,1,4,2,3,1,5,-4
4513,2018,764,THA,4230,th,2,61,3,1260,1,3,1,1,10,-2,3,1,7,764001
4514,2021,51,ARM,200,hy,1,39,2,200,1,2,3,2,3,2,2,2,0,51001
4515,2018,398,KAZ,2230,kk,2,36,2,2230,1,2,7,3,1,1,3,1,5,398025
4516,2022,860,UZB,4450,uz,1,18,1,4450,6,0,2,1,0,1,1,3,1,860007
4517,2019,196,CYP,1580,el,2,22,1,1580,6,0,6,3,3,2,3,2,3,196001
4518,2018,76,BRA,3530,pt,2,54,3,3530,6,5,1,1,4,-2,3,2,2,76003
4519,2017,840,USA,1240,en,2,35,2,1240,1,0,4,2,-3,1,5,2,0,840004
4520,2020,320,GTM,1270,es,2,32,2,1270,1,1,6,3,3,2,3,2,1,320003
4521,2020,417,KGZ,3630,ru,2,62,3,3630,3,3,5,3,6,1,2,2,3,417003
4522,2018,630,PRI,1270,es,2,39,2,1270,6,0,7,3,1,2,5,2,8,630001
4523,2020,762,TJK,4160,tg,1,22,1,4160,6,0,5,3,0,-3,2,3,5,762001
4524,2018,76,BRA,3530,pt,2,21,1,3530,6,0,3,2,5,2,4,1,0,76001
4525,2018,398,KAZ,3630,ru,2,28,1,3630,1,1,0,1,1,1,-2,2,3,398025
4526,2019,608,PHL,1360,fil,2,64,3,1360,1,6,1,1,8,2,4,1,1,608001
4527,2021,51,ARM,200,hy,2,45,2,200,1,2,5,3,3,1,2,2,3,51001
4528,2022,826,GBR,1240,en,2,55,3,1240,5,-4,5,3,3,2,-4,1,1,826100
4529,2018,170,COL,1270,es,2,24,1,1270,2,1,4,2,1,2,3,3,0,170011
4530,2023,356,IND,1740,hi,1,16,1,1740,6,-5,2,1,11,-1,-1,3,6,356019
4531,2019,196,CYP,1580,el,1,59,3,1580,1,2,3,2,3,1,2,2,3,196001
4532,2022,826,GBR,1240,en,1,90,3,1240,5,-4,3,2,1,2,-4,2,2,826100
4533,2023,356,IND,1740,hi,2,24,1,1740,6,-5,6,3,11,-1,3,2,6,356024
4534,2020,104,MMR,740,my,1,31,2,740,6,0,2,1,7,2,4,2,7,104001
4535,2021,504,MAR,170,ar,1,30,2,170,1,1,0,1,0,2,3,2,5,504005
4536,2020,231,ETH,140,am,2,23,1,140,1,0,1,1,7,3,3,2,2,231003
4537,2022,703,SVK,3890,sk,2,72,3,3890,1,4,2,1,9,1,4,3,1,703005
4538,2019,608,PHL,820,ceb,2,44,2,820,5,4,2,1,4,2,3,1,1,608024
4539,2018,458,MYS,2810,ms,2,48,2,2810,1,0,5,3,3,2,4,2,5,458004
4540,2018,156,CHN,2870,zh,1,53,3,9060,1,1,6,3,4,2,2,3,-2,156001
4541,2022,858,URY,1270,es,2,29,1,1270,2,3,2,1,11,-2,4,2,0,858103
4542,2018,276,DEU,1530,de,1,48,2,1530,1,4,7,3,4,2,2,2,5,-4
4543,2017,840,USA,1240,en,1,61,3,1240,5,1,7,3,-3,3,4,1,0,840004
4544,2022,860,UZB,4450,uz,2,32,2,2230,1,2,8,3,1,1,2,2,1,860002
4545,2018,586,PAK,4420,ur,1,28,1,3540,1,1,3,2,4,2,2,2,5,586001
